ID	HN-B	HN-Ca	HN-CHL	HN-Cu	HN-DW	HN-Fe	HN-FW	HN-K	HN-LA	HN-Mg	HN-Mn	HN-N	HN-P	HN-S	HN-Zn	LN-B	LN-Ca	LN-CHL	LN-Cu	LN-DW	LN-Fe	LN-FW	LN-K	LN-LA	LN-Mg	LN-Mn	LN-N	LN-P	LN-S	LN-Zn
H84	19.47632339	0.456421253	444.7189631	11.85098414	5.506532067	97.00760816	20.80824636	2.053027753	927.3796519	0.22348773	74.41903543	2.878531227	0.313015822	0.187314663	43.59959324	16.06927716	0.422379533	315.2569502	6.20644631	5.248920531	77.22873857	19.20065528	1.798830559	867.4184808	0.195707806	NA	2.140799571	0.308447923	0.152783697	NA
H91	18.38498959	0.407892564	412.6745731	10.78409383	7.624228928	105.2714702	32.67037976	2.417504087	1303.895454	0.22348773	61.88273495	2.992029635	0.32693578	0.189950628	29.56009215	18.46737117	0.403220045	360.5060023	NA	6.635903723	84.76982498	27.16961546	2.204424355	1142.57605	0.211883973	NA	2.462412316	0.373487796	0.207957489	NA
H95	20.56765718	0.339952399	351.2998511	10.07283362	7.240852772	93.6173058	28.35175899	2.247834069	1210.873219	0.162559603	72.89948385	2.625485595	0.304663847	0.171498872	22.3397773	NA	0.215457059	258.1784615	4.767922652	6.103954876	65.79547853	23.53305618	2.183445365	1084.563208	0.102694842	52.59705741	1.73528785	0.308447923	0.130065077	15.39241954
H99	25.66054821	0.365834366	390.9621086	10.78409383	4.042400272	94.46488139	15.19082251	2.087590164	712.9927377	0.201983686	NA	2.956677672	0.313015822	0.184678698	27.95557774	12.7718979	0.272935524	258.9651482	5.846815396	3.812984992	73.82308664	14.80531392	2.176452369	730.0761222	0.139091219	NA	1.996306889	0.30122127	0.146292662	17.66144005
Hi27Goodman-Buckler	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HP301	18.02121166	0.462891745	343.9595577	11.49535404	7.302923197	102.3049556	30.57138531	2.216413696	1366.261047	0.198399678	77.45813857	2.820851708	0.27682393	0.192586593	30.76347796	13.3714214	0.372564863	240.5508527	6.20644631	5.885301055	73.33656494	24.95970636	2.183445365	1168.770185	0.151223345	53.42990524	1.952026873	0.284359081	0.143047145	22.57765115
I137TN	12.42854788	0.344620522	382.9863215	8.446417014	5.636388176	94.05214224	25.3040228	2.200918069	968.6798139	0.175255844	57.62562482	2.566029053	0.251597741	0.168722114	25.19217133	15.91647498	0.262334318	290.3172455	5.060295873	6.318726034	70.67875636	26.7150193	2.021170988	1130.911347	0.12937023	36.85862646	1.941848664	0.270697021	0.146501433	18.82396561
i1677a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
I205	20.20746278	0.378281276	423.8330012	10.67583718	8.317205148	102.3869474	34.07856192	2.324836518	1475.31958	0.197411404	55.58177136	2.854325382	0.303457492	0.189666724	25.30101475	15.42522168	0.212634784	238.4802526	4.214880416	5.486079137	62.70946596	22.20937171	2.188134478	1054.232343	0.13399828	30.65465465	1.811501608	0.291267789	0.128106206	16.08711941
I29	23.06635395	0.349586255	351.0976919	7.91631888	4.44102323	94.05214219	17.01627592	2.210296766	840.1567179	0.186239298	75.79795541	2.7308834	0.295741338	0.186087212	29.31986024	12.0005387	0.30582141	316.3548245	8.707675873	5.684702878	79.4253506	23.65035112	2.215016136	1049.249987	0.14078819	74.89615695	2.167030182	0.313480846	0.166546065	28.2502552
IA2132Goodman-Buckler	19.06390631	0.445236324	424.6357207	11.7796445	7.506312491	100.7737593	32.43084412	2.269857437	1161.987016	0.297960359	76.41056704	2.902330597	0.30731557	0.189666724	34.6783209	16.28139242	0.423857804	344.0262009	8.707675873	6.745644323	81.03264719	27.72058029	2.166629152	1078.239184	0.276586388	82.03188313	2.236920414	0.303960964	0.190570978	29.46656877
Ia5125	17.34857161	0.402193793	349.0908931	9.020126201	5.016124405	101.3114886	18.63036683	2.306510158	873.5842175	0.191825351	86.21235325	2.82689383	0.30731557	0.189666724	38.69716639	14.56905093	0.249909435	262.1222161	5.33807928	6.551865064	73.63908284	26.29573124	2.188134478	1209.619461	0.12720837	47.06682486	1.884430546	0.291267789	0.137716171	14.87080583
IDS28	13.34612397	0.383063779	395.3364576	13.43535549	6.373363177	104.2690002	25.69201456	2.114083375	1121.238835	0.152722979	75.18534377	2.799462279	0.295741338	0.175348676	31.99909057	12.42862408	0.318246294	270.3866242	7.584477009	4.851452063	76.85367604	18.8327483	2.059102519	880.2711236	0.12041846	57.77041412	1.993823954	0.294441083	0.147326136	25.81762804
IDS69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
IDS91	16.77679337	0.397411289	391.3228599	11.22774084	6.597652635	98.89170649	28.12660169	2.43021309	1182.28008	0.214169563	70.28445067	2.824607868	0.291883261	0.186087212	29.31986024	15.85330705	0.355520945	320.0553057	8.707675873	6.871600842	77.818054	27.29043718	2.118242167	1189.913408	0.16115792	78.46402004	2.124488301	0.294441083	0.171351048	26.42578483
Il101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Il14H	12.92832063	0.456421253	383.3442411	9.36157341	6.656660534	101.6692739	34.18229913	2.744275972	1301.093324	0.191231663	65.68161388	2.822712337	0.290743889	0.197858523	25.14767752	16.06927716	0.307422603	251.7101489	NA	6.149643734	72.85004324	26.4003433	2.540088185	1113.16714	0.139091219	46.35069869	2.15012168	0.310856807	0.233921626	NA
ILLHy	16.20232201	0.559949123	376.3123634	10.42846372	6.655162753	102.0930617	30.97751259	2.266686293	1330.015872	0.248575783	66.06150177	2.954817042	0.307447839	0.192586593	30.76347796	15.76951541	0.487521793	279.0693632	6.566077225	6.515154598	80.14786879	27.01226434	2.316312298	1245.456731	0.219972057	53.84632916	2.110502718	0.284359081	0.162520248	26.73752208
K148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
K4	14.38343235	0.417598301	391.7023063	11.85098414	7.87616183	111.6282871	36.70752618	2.646872814	1425.148209	0.248575783	68.34082913	2.720377707	0.262903972	0.174134837	25.14767752	12.1723744	0.276767422	259.6935618	7.285339054	6.900246402	72.36352153	29.97396213	2.144983885	1309.583774	0.195707806	48.01639435	1.933382656	0.253043587	0.156029214	NA
K55	15.47476615	0.459656499	402.0342318	9.717203514	6.141841125	99.33844104	24.35080213	2.238407957	1050.953555	0.273663835	NA	2.822712337	0.329719772	0.192586593	35.97814979	16.66880066	0.357237273	301.1839997	NA	4.867092217	74.79613005	18.52929049	1.987641464	874.295203	0.18357568	77.16606838	2.192071168	0.313265691	0.165765765	25.22484174
K64	13.65587649	0.385245842	367.5225163	10.78409383	6.601892512	96.37192647	28.64931759	2.285538518	1165.788587	0.212735708	61.50284705	2.761311559	0.279607922	0.174134837	28.35670634	11.57285089	0.276767422	253.1961126	5.846815396	NA	68.22808705	NA	2.162466376	NA	0.135047177	47.59997043	1.877450005	0.267496892	0.146292662	20.30863064
Ki11	12.20076477	0.449950761	416.9923927	10.07283362	10.5086781	99.33844104	50.75309633	2.304390742	1699.212704	0.262911813	74.03914753	2.748287151	0.315799814	0.195222558	29.56009215	19.27799003	0.293396527	289.7113595	7.022877577	6.740799842	75.24637944	27.37108901	2.182758147	1264.681025	0.188317559	42.78538915	2.005978777	0.300787671	0.142521153	17.30343299
Ki14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ki44	14.48968044	0.421323807	416.2963566	13.43535549	8.627759782	104.8067295	36.63420586	2.39814196	1398.048728	0.247685881	69.05922739	2.902330597	0.311173647	0.196825748	33.33870574	14.56905093	0.324458736	283.2971921	7.022877577	6.706888472	77.818054	27.20440856	2.177381815	1208.873331	0.195107469	47.06682486	1.975591719	0.297614377	0.152131118	26.42578483
Ky21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KY226	13.9179022	0.368716269	409.1610718	11.22774084	7.63283475	106.6887823	31.18664904	2.191970406	1208.487244	0.191825351	96.62675109	2.797176316	0.291883261	0.178928188	29.31986024	12.85670945	0.349308503	313.887837	7.584477009	6.774711212	87.14037427	26.79039582	2.155876488	1118.05221	0.15436801	87.74046407	2.124488301	0.294441083	0.185765995	29.46656877
KY228	14.14388258	0.631570728	410.4125724	14.51735728	7.194912359	108.0331058	34.31603039	2.095541497	1209.453775	0.275804799	66.20218775	2.931783074	0.267030049	0.193778698	22.512941	17.62881646	0.492194663	317.9886219	8.429892466	6.63361733	79.67961732	26.93009086	2.037299983	1209.325262	0.258378518	48.98936096	2.093783952	0.334162899	0.180136311	22.47290634
L317	21.65899097	0.427304039	472.6614245	12.20661424	8.212072367	105.2714702	36.03198773	2.188135359	1385.995197	0.212735708	63.40228652	3.006914672	NA	0.189950628	33.97250678	NA	NA	301.9706864	NA	6.038685078	72.36352153	25.05761372	2.103025906	1156.082968	0.151223345	43.43573129	1.849483679	0.250634702	0.14953818	19.17412038
L578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
M14	17.65743373	0.343187645	430.2851089	14.69602497	7.127665526	106.1190458	30.15319485	2.445782423	1135.957477	0.144639566	108.2290579	2.975283968	0.313015822	0.195222558	29.56009215	14.5704684	0.315086399	284.8383988	7.644969969	6.397668963	72.60751228	24.9841832	2.186941863	1124.477917	0.102694842	77.99891621	1.900755276	0.281950197	0.14953818	21.06497081
M162W	15.11098821	0.375540104	372.6422167	10.07283362	7.010827078	110.3569237	34.54419474	2.417504087	1320.919647	0.198399678	NA	2.763172189	0.271255947	0.176770802	22.3397773	14.87023016	0.28059932	255.148261	NA	6.110481855	86.95917265	24.2743548	2.092536411	1150.260831	0.114826968	41.35361171	1.90541633	0.265088008	0.143047145	17.28326996
M37W	13.65587649	0.504949942	313.2105135	9.717203514	7.156875138	100.6098044	29.8918258	2.191277397	1362.421971	0.25215979	73.65925964	2.750147781	0.265687964	0.176770802	28.75783494	NA	0.34574158	231.1980222	NA	6.068056487	74.30960835	23.99112278	2.068060924	1205.309876	0.155267387	NA	2.049909013	0.293994618	0.169011283	NA
MEF156-55-2	24.56921442	0.472597483	380.5993415	11.13972393	5.608765708	114.1710139	20.16085535	2.002755155	858.2433724	0.287999865	52.76542551	2.898998153	0.299374263	0.205766419	44.00072185	14.87023016	0.422379533	300.3681765	NA	4.132806998	88.66199861	15.74592396	1.935193991	717.515935	0.179531638	NA	2.329572269	0.286767965	0.214448523	NA
Mo17	12.20076477	0.375540104	384.855478	12.20661424	5.992141864	111.6282871	28.72169671	2.992496924	1161.256385	0.162559603	86.57544801	2.848761152	0.321367797	0.184678698	27.95557774	12.7718979	0.299758808	274.1161508	6.92570814	5.408831535	76.01243431	22.40362479	2.449179231	987.8676051	0.122915052	57.17772047	2.091858501	0.30122127	0.146292662	21.06497081
Mo18W	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MO1W	13.29209856	0.372304858	342.6642118	13.98476477	6.492356468	111.2044993	28.53270679	2.298106667	1295.135002	0.212735708	94.17320588	2.852482412	0.290743889	0.179406767	NA	13.67118315	0.284431217	249.0295869	7.285339054	5.111853957	79.41808624	20.7322062	2.295333309	1040.114806	0.155267387	71.33613358	1.979993199	0.306039039	0.14953818	22.19948106
Mo24W	13.65587649	0.41112781	416.683977	12.20661424	8.953266268	110.5688176	39.8721021	2.379799638	1511.998881	0.234239753	100.2514122	2.900858782	0.315799814	0.195222558	22.3397773	11.57285089	0.338077785	315.1112675	8.723862713	7.938036179	84.28330328	35.16654917	2.365263273	1403.286818	0.191663764	77.5824923	2.227029075	0.296403502	0.169011283	16.14875971
Mo44	14.38343235	0.404657318	441.7273309	11.13972393	6.755242975	107.602303	31.54046129	2.766270234	1218.438348	0.176895633	83.53634486	2.885973745	0.307447839	0.182042732	26.35106333	15.16999191	0.288263115	269.8330789	6.20644631	5.908145484	74.5528692	23.97713602	2.512116199	1117.840531	0.11887101	62.59123137	2.157113261	0.315674575	0.175502317	NA
Mo45	12.20076477	0.479067974	413.9082358	10.42846372	8.281445195	109.9331359	35.88320844	2.370373526	1254.385058	0.25215979	70.62015649	2.714795818	0.254551997	0.171498872	26.35106333	10.97332739	0.338077785	NA	NA	5.261974491	79.17482539	20.34057674	2.008620454	924.0500891	0.163355471	54.26275307	NA	0.257861355	0.143047145	NA
Mo46	NA	0.320540923	452.1209396	13.62913466	6.883035026	102.7287434	28.50455935	2.191277397	1022.825816	0.166143611	72.51959596	2.852482412	0.346423722	0.187314663	26.35106333	12.7718979	0.349573477	308.7886376	7.644969969	5.647066295	83.55352072	23.30926792	2.047081934	1005.727087	0.175487596	69.254014	2.194401695	0.371078912	0.188484386	20.30863064
Mo47	18.38498959	0.39495158	395.0331957	10.78409383	6.908593437	94.2529875	27.26205114	1.980760894	1207.242264	0.216319716	83.91623276	2.817130448	0.265687964	0.176770802	NA	15.16999191	0.449202817	269.1046653	7.285339054	6.165961183	72.12026068	22.93861861	1.886243015	1088.220704	0.244236308	82.57957928	1.861136315	0.277132428	0.165765765	29.00654259
MoG	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mp339	11.83698684	0.41112781	390.0368615	11.49535404	8.296050001	98.06707765	38.38430911	2.166141098	1402.787495	0.219903723	90.37432694	2.783639115	0.271255947	0.174134837	26.75219193	13.3714214	0.276767422	252.5259721	7.285339054	5.833085217	82.33721646	25.90381309	2.358270277	1160.870035	0.11887101	55.0956009	1.973001617	0.30122127	0.165765765	NA
MS1334	21.65899097	0.352893382	475.7764229	15.05165508	5.8351402	102.5168495	22.14726006	2.241549995	980.0052729	NA	76.31847489	3.036684747	0.385399605	0.200494489	24.34542031	13.3714214	0.28059932	346.7244172	8.723862713	5.434939454	79.17482539	20.91753086	2.110018902	962.112767	NA	63.00765528	2.261986982	0.344581186	0.169011283	NA
MS153	NA	0.365834366	367.8000904	NA	4.670406927	98.70275934	17.76028124	2.184993322	854.2148303	0.180479641	76.69836279	2.699910781	0.29352788	0.184678698	24.74654892	15.16999191	0.349573477	263.9474971	7.285339054	5.089009528	74.0663475	19.53284098	2.064564425	955.4527828	0.147179303	57.59414439	1.991645834	0.296403502	0.159274731	NA
Mt42	23.84165856	0.446715515	384.5470623	9.36157341	3.983981048	95.52435088	14.30216777	2.46149261	941.8661637	0.227071738	106.3296185	2.815269819	0.301879855	0.192586593	28.35670634	17.86784767	0.633133904	380.6393538	9.802755457	5.164069795	90.85134628	19.12023137	2.130997892	885.2557066	0.236148225	163.3658187	2.406479665	0.327718996	0.201466454	NA
N192	21.29521304	0.420833547	420.8167472	12.20661424	7.047339093	107.1785152	27.41083044	2.1158685	1143.664524	0.176895633	65.68161388	2.923186338	0.315799814	0.203130454	26.75219193	NA	0.387892454	289.5293823	7.285339054	5.76128844	75.0393909	22.1903266	2.082046916	1026.811273	0.143135261	47.59997043	2.005628997	0.337354533	0.185238868	17.66144005
N28Ht	16.56609994	0.427304039	462.1444495	12.56224435	7.85060342	109.0855603	32.6020217	2.188135359	1314.40207	0.227071738	79.73746593	2.91202256	0.324151788	0.187314663	33.57137818	15.16999191	0.353405375	290.3743421	7.644969969	5.487155291	78.93156453	21.70428647	1.952676482	1056.714263	0.195707806	43.8521552	2.06855323	0.303630154	0.159274731	NA
NC222	18.02121166	0.407892564	387.9704764	8.650313202	7.814091405	101.45738	34.64874235	2.474060759	1550.648233	0.201983686	75.938587	2.813409189	0.304663847	0.176770802	25.94993472	13.3714214	0.334245887	273.9704681	4.767922652	6.4825197	73.33656494	27.85496702	2.732395588	1270.107677	0.143135261	55.0956009	2.089527974	0.291585734	0.146292662	18.7959503
NC230	17.2936558	0.388481088	365.2402402	9.005943306	8.266840389	96.16003257	33.86463523	2.298106667	1486.255568	0.201983686	63.78217441	2.677583225	0.268471955	0.174134837	NA	14.87023016	0.299758808	240.2303507	4.767922652	5.806977298	66.28200023	24.79536185	2.47015822	1133.608988	0.159311429	45.93427478	1.863466842	0.267496892	0.126819559	16.52692979
NC232	12.77434574	0.392628786	395.3364576	13.43535549	8.495486512	104.2690002	36.95029867	2.329418108	1459.743379	0.214169563	49.45565498	2.82689383	0.284167107	0.186087212	30.65947541	13.28479482	0.299608969	283.2149591	8.146076441	6.83284499	72.9961642	28.39805569	2.215016136	1236.205735	0.14078819	32.08179989	2.106256067	0.300787671	0.161741083	30.68288235
NC236	14.38343235	0.398186826	357.4990064	14.69602497	6.346308408	101.6692739	29.18411886	2.304390742	1294.929076	0.194815671	NA	2.826433597	0.307447839	0.184678698	36.780407	NA	0.315086399	263.2773566	5.846815396	6.208386551	73.57982579	25.86884618	2.106522404	1204.536741	0.171443554	40.10433997	2.005628997	0.308447923	0.139801628	18.41778022
NC238	17.00277375	0.315925501	384.3241874	11.20593532	9.017983083	99.69830058	36.70353985	2.306294641	1488.693899	0.164083738	64.97696448	2.762621839	0.301752743	0.175881138	27.20159408	14.20413349	0.262334318	280.2848297	6.745094169	6.783796256	79.67961732	27.30646608	2.273858575	1285.031659	0.12258032	52.55722405	1.966158311	0.292910078	0.151306416	20.64843598
NC250	13.65587649	0.404657318	483.1783995	10.42846372	6.846523012	108.8736664	29.03533957	2.210129621	956.9240013	0.176895633	77.83802647	2.774335966	0.290743889	0.197858523	21.13639149	14.87023016	0.376396761	316.3932754	7.285339054	4.749606582	74.30960835	19.02582069	2.228899842	771.9075753	0.18357568	66.75547051	2.042917431	0.30122127	0.169011283	22.57765115
NC258	15.47476615	0.327011415	406.1978436	12.91787445	8.799915806	102.5168495	42.81551961	2.536901506	1426.788302	0.144639566	60.36318337	2.85992493	0.304663847	0.179406767	21.53752009	13.3714214	0.226952752	250.3990044	5.846815396	6.557579967	66.52526109	27.78852987	2.393235259	1175.674641	0.090562716	43.01930737	1.940374238	0.27231466	0.139801628	16.52692979
NC260	14.74721028	0.330246661	491.5981478	14.34039487	7.857905823	106.7547275	34.95032201	2.668867076	1294.389206	0.148223574	84.67600854	3.096224895	0.32693578	0.197858523	29.56009215	13.77604812	0.26854676	330.6524911	6.183494737	5.451563848	73.89334956	23.32764232	2.510417168	1008.291977	0.11579041	58.97937761	1.905384195	0.321469724	0.180136311	21.25659277
NC262	NA	0.349658137	372.3029594	10.78409383	6.090724304	98.27897155	NA	2.364089452	951.8848489	0.230655745	62.26262284	2.8078273	0.307447839	0.195222558	23.94429171	15.76951541	0.29592691	285.8581778	8.004600884	5.565479048	71.14721727	21.69729309	2.148480383	927.8551585	0.151223345	45.10142695	2.06855323	0.281950197	0.159274731	17.28326996
NC264	18.38498959	0.369069612	383.8993893	10.78409383	7.551204898	102.3049556	33.60326619	2.596600216	1333.86592	0.187647656	78.21791436	2.779917855	0.285175905	0.184678698	30.36234935	17.26832417	0.292095013	268.0266132	6.92570814	6.208386551	79.66134709	24.43520262	2.561067175	1119.467264	0.159311429	53.01348133	2.126816408	0.308447923	0.165765765	23.7121614
NC290A	15.83854408	0.372304858	427.0467442	12.20661424	7.803137801	99.12654714	31.52839811	2.150430911	1142.815216	0.209151701	NA	2.8078273	0.287959897	0.179406767	19.93300568	NA	0.207793264	261.1212524	NA	5.692755153	64.57917427	22.20431337	2.386242263	978.2951831	0.11887101	49.68209001	NA	0.274723544	0.133310594	NA
NC294	20.20387925	0.414363056	398.0248279	9.36157341	5.853396208	98.70275934	26.52619677	2.150430911	977.2481319	0.209151701	61.12295916	2.642231262	0.29352788	0.174134837	22.7409059	16.06927716	0.36106917	314.5285366	5.846815396	5.588323477	72.85004324	22.41061817	1.95617298	871.2273166	0.151223345	53.84632916	1.966010036	0.296403502	0.169011283	20.68680072
NC296	14.38343235	0.527596664	358.455095	10.78409383	8.044117098	106.7547275	36.79598955	2.417504087	1305.690997	0.23782376	115.8268158	2.722238336	0.299095864	0.168862907	26.35106333	NA	0.272935524	224.700573	5.487184481	5.927726423	62.87634831	25.52966709	2.641486634	1115.158184	0.135047177	61.75838354	1.800542609	0.306039039	0.130065077	22.57765115
NC296A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC298	NA	0.385245842	420.7859057	11.13972393	8.314306008	102.0930617	34.90206927	2.285538518	1365.002082	0.248575783	63.78217441	2.792942263	0.31023183	0.192586593	25.54880612	NA	0.315086399	298.5325742	6.20644631	NA	74.30960835	30.56140632	2.246382333	1288.630727	0.199751848	43.8521552	1.966010036	0.325310112	0.152783697	17.28326996
NC300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC302	13.29209856	0.456421253	385.9040913	11.13972393	7.595019316	99.97412273	30.61159594	2.191277397	1231.506787	0.230655745	59.60340759	2.80968793	0.32693578	0.182042732	29.15896355	14.27070665	0.368732966	295.997695	7.285339054	5.937516893	72.12026068	21.98052511	2.043585436	986.6438745	0.159311429	33.44155733	2.017281633	0.332536765	0.156029214	24.84667166
NC304	13.00032611	0.392445556	364.6129632	11.20593532	9.006481059	92.17008946	33.97976144	2.141357398	1286.097749	0.175255844	61.91390629	2.730618362	0.317185052	0.17946065	26.5317865	12.06370663	0.343096061	262.1935881	6.183494737	6.134635737	68.75000044	23.4351781	2.053428978	1061.557207	0.183689509	41.14006216	2.048203366	0.340509487	0.160916381	23.68921992
NC306	19.47632339	0.372304858	379.3965203	10.78409383	6.335354804	97.64328986	26.16028011	2.002755155	1117.573367	0.173311626	62.26262284	2.742705262	0.299095864	0.182042732	24.74654892	14.27070665	0.391724352	283.3232985	7.644969969	5.682964683	75.52591261	22.43859171	1.742886588	985.7978089	0.135047177	55.51202482	2.005628997	0.27231466	0.162520248	19.17412038
NC310	13.29209856	0.508185188	416.9307096	10.42846372	6.868430221	119.6802552	29.29268754	2.28239648	1335.76973	0.212735708	91.89387852	2.841318634	0.285175905	0.189950628	22.3397773	10.97332739	0.303590706	297.6876145	NA	5.75476146	75.0393909	22.26725382	2.117011899	1026.387727	0.151223345	NA	2.320250161	0.313265691	0.175502317	NA
NC314	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NC318	15.83854408	0.359363874	399.0117581	11.85098414	7.982046673	104.2120007	33.98928815	2.276112406	1395.644459	0.191231663	59.98329548	2.85992493	0.29352788	0.187314663	28.35670634	13.71288019	0.262334318	255.1324182	5.899678713	5.931771434	78.13951332	23.9998424	2.150500157	1125.819665	0.100048731	57.05684151	1.923933721	0.291267789	0.147326136	17.91158978
NC320	16.56609994	0.459656499	400.7388859	10.78409383	7.762974584	101.2454861	34.47583668	2.420646124	1409.160595	0.216319716	79.73746593	2.941792635	0.27682393	0.187314663	31.16460656	12.7718979	0.272935524	251.7684219	5.487184481	NA	67.01178279	26.00172046	2.267361323	1166.692171	0.126959093	46.35069869	1.840161571	0.260270239	0.139801628	16.14875971
NC324	11.83698684	0.456421253	413.322246	11.13972393	5.915466633	98.35397717	25.98335337	2.049885716	869.6856173	0.173311626	84.67600854	2.662698188	0.282391914	0.168862907	21.9386487	15.16999191	0.487521793	316.8594601	NA	5.000895302	76.98547772	20.99445807	1.998130959	803.9111775	0.167399512	NA	2.108172191	0.296403502	0.178747834	18.7959503
NC326	16.56609994	0.472597483	462.5145483	12.56224435	8.566238911	107.8141969	34.99053264	2.241549995	1405.75422	0.191231663	75.17881121	2.949235153	0.285175905	0.192586593	24.34542031	14.87023016	0.322750194	285.8581778	6.20644631	5.898355014	77.47199942	23.94566579	2.068060924	1076.166581	0.143135261	45.10142695	1.984654253	0.267496892	0.162520248	17.66144005
NC328	14.01965442	0.420833547	424.1167951	11.49535404	7.803137801	110.9926054	38.47679354	2.477202797	1336.552103	0.180479641	74.03914753	2.91202256	0.318583805	0.187314663	21.9386487	16.66880066	0.403220045	322.1914476	8.004600884	5.9995232	79.17482539	23.72537422	1.89673251	1065.028715	0.171443554	NA	2.115163773	0.315674575	0.178747834	21.44314089
NC33	12.42854788	0.626788225	440.1131953	11.20593532	6.556550055	116.9056403	29.44013075	2.23757079	1072.544222	0.281390852	105.4093326	2.840344568	0.278604281	0.193778698	49.97505187	12.491792	0.386583153	271.8559558	6.183494737	6.420460145	79.03669868	27.54842158	2.064181641	1272.223011	0.12937023	81.10012876	2.087706541	0.277043608	0.170526346	25.51369029
NC336	12.92832063	0.388481088	385.1330521	12.91787445	6.485054065	102.9406373	28.13060057	2.379799638	1064.220604	0.244991775	NA	2.884113116	0.31023183	0.184678698	25.94993472	17.56808592	0.29592691	240.9296278	7.285339054	4.028375323	90.36482457	18.62370116	2.770857069	815.0284994	0.171443554	68.00474226	1.973001617	0.281950197	0.159274731	22.19948106
NC338	15.47476615	0.48230322	410.7007127	10.42846372	8.420190851	99.97412273	35.65400789	2.027891454	1451.427734	0.284415857	63.02239863	2.841318634	0.290743889	0.182042732	27.55444914	13.3714214	0.288263115	285.7124951	6.92570814	6.903509892	76.49895602	28.12770896	2.211417351	1315.179928	0.151223345	42.60288346	2.038256377	NA	0.146292662	NA
NC340	NA	0.462891745	421.9887269	11.49535404	8.814520612	102.5168495	37.19005364	2.345237227	1441.58864	0.22348773	57.70396812	2.893416264	0.279607922	0.187314663	28.75783494	10.97332739	0.491353691	277.7290822	5.846815396	5.921199443	68.95786961	24.3582754	2.49113721	1034.681634	0.171443554	65.08977486	1.865797369	0.27231466	0.143047145	24.46850157
NC342	18.38498959	0.314070431	355.9260864	12.20661424	7.682648152	94.2529875	33.4946975	2.285538518	1350.157485	0.180479641	59.98329548	2.679443855	0.279607922	0.174134837	21.9386487	14.27070665	0.249944138	257.0712729	6.20644631	7.624741152	70.41743472	31.14185712	2.155473379	1345.69718	0.122915052	48.01639435	1.854144734	0.269905776	0.136556111	18.41778022
