ID	HN-B	HN-Ca	HN-CHL	HN-Cu	HN-DW	HN-Fe	HN-FW	HN-K	HN-LA	HN-Mg	HN-Mn	HN-N	HN-P	HN-S	HN-Zn	LN-B	LN-Ca	LN-CHL	LN-Cu	LN-DW	LN-Fe	LN-FW	LN-K	LN-LA	LN-Mg	LN-Mn	LN-N	LN-P	LN-S	LN-Zn
B46	21.65899097	0.39495158	374.1534536	12.91787445	7.321179205	98.06707765	33.38210777	2.694003374	1412.251314	0.187647656	70.62015649	2.856203671	0.285175905	0.184678698	NA	15.76951541	0.303590706	257.6248672	6.92570814	5.229339592	71.87699983	21.95604826	2.375752768	935.7731132	0.11887101	46.35069869	2.000967943	0.289176849	0.139801628	22.95582123
B52	18.14633022	0.42592308	357.1655097	10.65403166	7.597483181	94.85873629	32.76919326	2.22840761	1295.959389	0.203186109	61.91390629	2.842630531	0.282462358	0.183040162	23.18274859	15.06030423	0.380370712	275.9264852	5.621895305	6.105568848	71.96459364	22.54800794	1.924397018	1057.91247	0.13616014	56.12508714	1.896268078	0.270697021	0.151306416	18.21580882
B57	10.74565304	0.37877535	371.4085539	NA	6.506961274	89.16753396	27.01274529	2.433214274	1125.86125	0.201983686	56.18441655	2.564084816	0.271255947	0.166226942	NA	NA	0.311254501	265.5208705	5.127553566	5.366406167	71.39047812	22.63440644	2.298829807	980.8279014	0.139091219	47.59997043	1.809864718	0.291585734	0.133310594	NA
B64	17.2936558	0.414363056	335.9715913	8.294683097	6.514263677	90.01510955	28.05822145	2.200703509	1166.131309	0.234239753	54.28497708	2.662698188	0.282391914	0.179406767	21.9386487	12.1723744	0.341909682	254.7403494	5.846815396	5.699282133	69.44439131	24.03657977	2.256871828	1104.398326	0.187619722	40.9371878	1.92173002	0.281950197	0.175502317	16.52692979
B68	20.93143511	0.375540104	379.7974607	10.78409383	7.058292698	100.8216983	27.84510515	1.987044968	1237.964378	0.230655745	74.41903543	2.852482412	0.315799814	0.179406767	33.97250678	14.27070665	0.292095013	285.9455875	5.846815396	6.250811919	75.28265176	26.51573413	2.137990888	996.471383	0.143135261	62.17480745	1.956687927	0.289176849	0.156029214	17.66144005
B73	16.92987787	0.449950761	411.1941778	11.85098414	6.642055729	102.7287434	28.00996871	2.159857023	1198.443407	0.248575783	73.27937175	2.906440671	0.27682393	0.189950628	NA	15.16999191	0.376396761	310.0123724	6.92570814	6.423776882	76.98547772	24.96669974	2.137990888	1135.831151	0.155267387	60.92553571	2.005628997	0.286767965	0.1722568	NA
B75	NA	0.343187645	348.2465357	10.07283362	6.663962937	93.40541191	NA	2.194419434	1161.329173	0.191231663	50.86598604	2.673861966	0.321367797	0.179406767	NA	11.57285089	0.322750194	317.1799621	7.644969969	5.552425089	85.98612924	23.51557272	2.554074178	1050.004631	0.135047177	56.76129656	2.124485881	0.313265691	0.169011283	NA
B76	16.43099552	0.402010563	369.9644268	8.998320675	7.194912359	92.70781882	29.7763997	2.136775808	1168.853806	0.18642795	53.949955	2.616320231	0.270888126	0.168722114	21.84313342	14.27070665	0.368732966	306.9530353	6.566077225	6.94593526	76.98547772	26.81295292	2.064564425	1157.794273	0.139091219	47.18354652	2.033595323	0.291585734	0.14953818	19.55229047
B77	17.65743373	0.320540923	413.7231864	12.91787445	8.288747598	104.6357885	34.65678448	2.166141098	1389.944368	0.162559603	51.24587394	2.945513894	0.315799814	0.189950628	23.54316311	14.5704684	0.303590706	NA	NA	5.141225366	80.14786879	21.54693535	2.19393486	1008.130721	0.106738884	40.52076388	NA	0.286767965	0.14953818	NA
B79	15.47476615	0.501714696	352.595197	9.36157341	6.171050737	92.76973021	26.27286985	2.769412271	1108.916427	0.184063648	55.04475287	2.744565892	0.27682393	0.171498872	21.13639149	12.47213615	0.387892454	256.8964536	NA	5.585059987	74.5528692	24.38974563	2.651976129	1004.228411	0.163355471	42.18645954	1.774906811	0.289176849	0.143047145	15.01424945
B84	16.56609994	0.420833547	426.3990712	8.294683097	NA	92.13404852	30.04060511	2.345237227	1154.448756	0.216319716	59.60340759	2.724098966	0.27682393	0.171498872	23.54316311	12.1723744	0.34574158	291.9477154	5.127553566	5.490418781	66.03873938	22.37565126	2.344284284	945.4540753	0.151223345	48.84924218	1.917068966	NA	0.146292662	21.82131098
C103	17.2936558	0.372304858	381.9255289	9.36157341	8.518773291	109.5093481	37.88971846	2.50862317	1381.673677	0.144639566	59.22351969	2.731541485	0.296311872	0.182042732	22.7409059	NA	0.23078465	269.5417135	5.127553566	6.613059294	70.41743472	28.29205346	2.375752768	1199.411043	0.122915052	45.10142695	1.76791523	0.286767965	0.126819559	13.8797392
C123	16.20232201	0.294658955	395.4958192	9.36157341	6.956059056	104.2120007	27.82097879	2.332669078	1094.956618	0.151807581	NA	2.722238336	0.34363973	0.179406767	34.77476398	12.91987737	0.262334318	288.919286	6.745094169	5.926323033	79.67961732	23.35452626	2.171708274	1084.935592	0.11579041	51.13007881	2.020855014	0.30242996	0.146501433	19.4321224
C49A	28.20699373	0.540537647	423.8083794	15.05165508	4.889479016	101.0335922	17.12093235	2.018465342	804.3737828	NA	NA	2.889695005	0.335287755	0.211038349	NA	17.86784767	0.468362305	317.2673717	10.16238637	4.289454512	76.49895602	15.24240037	2.204424355	757.0139454	0.24828035	57.59414439	2.122155354	0.373487796	0.191729903	36.56994428
CH701-30	16.20232201	0.427304039	459.8313318	14.34039487	7.551204898	111.840181	31.96669388	2.470918722	1261.995909	0.169727618	85.81567222	3.094364266	0.338071747	0.211038349	22.3397773	13.67118315	0.203961366	232.363484	NA	4.537479741	68.4713479	18.13066764	2.571556669	884.8325026	0.102694842	39.27149214	1.961348982	0.351807838	0.146292662	19.55229047
CH9	15.11098821	0.317305677	418.90457	11.13972393	5.437159239	93.19351801	22.58153478	2.681435225	1052.064019	0.187647656	70.62015649	2.80596667	0.282391914	0.171498872	27.15332053	14.87023016	0.284431217	353.0179106	9.443124542	6.097427896	76.98547772	24.30232834	2.641486634	1078.661293	0.122915052	71.75255749	2.1174943	0.286767965	0.159274731	NA
CI187-2	16.20501514	0.363933765	411.5246349	12.88345183	5.746502897	106.957647	23.69457706	2.366070829	1024.664543	0.152722979	55.58177136	2.888614821	0.303457492	0.189666724	28.65005266	12.42862408	0.243696993	253.5699928	5.33807928	5.311677804	71.06740828	21.74696786	2.311790106	996.0415114	0.093258821	37.79038083	1.911778898	0.297614377	0.137716171	19.73606015
CI21E	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CI28AGoodman-Buckler	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CI31A	13.34612397	0.435671317	407.6448238	9.572029862	6.954215364	101.042624	33.07648048	2.860882558	1195.521783	0.214169563	78.24840196	2.792604391	0.272592876	0.186087212	23.291592	11.14436796	0.249909435	222.4859503	4.776479848	4.754562433	65.92405916	20.44578496	2.311790106	944.5616826	0.12041846	43.49896177	1.81757902	0.291267789	0.128106206	25.20947125
CI3A	17.2936558	0.404657318	406.8455166	11.13972393	7.153223936	97.64328986	31.12629189	2.320100929	1212.095973	0.230655745	68.72071703	2.863646189	0.287959897	0.187314663	32.76912097	14.5704684	0.276767422	259.8975176	5.487184481	6.436830842	69.93091301	25.71149506	2.061067927	1149.750658	0.126959093	34.69082908	1.793551028	0.284359081	0.130065077	14.63607937
CI64	12.5645427	0.339952399	335.9715913	NA	6.886686228	87.04859498	27.96975809	2.090732201	1247.498058	0.212735708	65.68161388	NA	0.24341603	0.158319046	NA	13.67118315	0.261439831	253.1087029	5.487184481	6.652221173	65.79547853	26.01570723	2.012116952	1189.736928	0.131003135	39.27149214	1.746940485	0.274723544	0.130065077	13.12339903
CI66	13.00032611	0.387663053	381.7376467	8.998320675	7.620487228	97.27851844	37.14068948	2.549118915	1332.5801	0.214358215	82.74270197	2.723760474	0.294036589	0.172301626	24.52236375	13.77604812	0.324458736	269.9645987	5.060295873	6.081346441	72.9289716	26.15045647	2.096439631	1121.643301	0.183689509	44.70792525	1.981351839	0.273870315	0.141696451	18.21580882
Ci7Goodman-Buckler	12.77434574	0.445236324	430.4777351	12.33154817	8.714024958	102.9246767	32.02732139	2.269857437	1515.653111	0.214169563	75.18534377	2.833751718	0.288025184	0.193246236	35.34812848	13.28479482	0.442495129	318.4928803	9.269275305	6.261196175	76.2107574	25.72041483	2.12899483	1151.736349	0.222267109	67.76043077	2.048520657	0.278574613	0.190570978	27.64209841
Ci90CGoodman-Buckler	14.74721028	0.51465568	401.880024	NA	6.64570693	101.2454861	31.84204096	2.489770946	1245.000611	0.331007955	66.82127756	2.820851708	0.315799814	0.176770802	34.77476398	14.5704684	0.414715738	279.8269133	7.285339054	5.128171406	76.25569516	22.35467111	2.200927856	1013.978195	0.228060141	NA	2.066222703	0.344581186	0.169011283	NA
Ci91BGoodman-Buckler	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CM105	NA	0.443480269	438.7665403	12.20661424	4.966154247	102.3049556	17.94122904	1.795380689	885.5810581	0.241407768	47.06710711	2.908301301	0.29352788	0.195222558	33.57137818	17.86784767	NA	322.1331745	NA	4.295981491	79.66134709	16.28791116	1.756872581	818.3720163	0.187619722	NA	2.243342765	0.284359081	NA	25.60301182
CM37	25.29677028	0.521126172	446.7236651	12.91787445	5.919117835	98.27897155	23.04395693	1.804806801	957.4393651	0.241407768	NA	2.828294226	0.318583805	0.189950628	25.54880612	20.86546518	0.456866612	340.6348796	7.644969969	5.578533008	75.52591261	21.1098489	1.704425107	992.2174297	0.211883973	NA	2.014951106	0.277132428	0.175502317	20.68680072
CM7	27.47943787	0.501714696	426.7074869	11.85098414	5.334925597	95.73624478	20.12868686	1.886499773	872.8461977	0.244991775	NA	2.951095783	0.313015822	0.187314663	30.36234935	20.56570343	0.464530407	331.5734146	8.364231798	6.090900916	75.76917346	23.41067198	1.753376082	1020.014672	0.215928015	NA	2.070883757	0.291585734	0.1722568	24.09033149
CML10	21.65899097	NA	361.9710339	11.13972393	6.598241311	93.19351801	26.92830298	2.159857023	1148.833889	0.248575783	75.938587	2.776196596	0.290743889	0.176770802	24.74654892	15.76951541	NA	234.4613151	6.20644631	5.477364822	66.76852194	23.77083121	2.211417351	1088.923304	0.171443554	43.8521552	1.777237338	0.284359081	0.123574042	15.39241954
CML108	14.38343235	0.365834366	360.0896982	11.85098414	NA	116.7137406	NA	2.291822592	1472.801612	0.230655745	66.06150177	2.876670597	0.338071747	0.182042732	24.34542031	14.27070665	0.249944138	227.5559543	6.20644631	6.675065602	72.85004324	29.2781205	2.435193238	1269.850194	0.143135261	46.76712261	1.993976362	0.315674575	0.136556111	18.03961013
CML11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML14	16.43099552	0.488095625	472.48955	13.41354996	8.983477012	109.9151585	34.04701524	2.141357398	1338.693163	0.203186109	140.9408076	3.123803934	0.309468897	0.218835283	33.8996699	15.06030423	0.299608969	269.0600366	6.183494737	6.63361733	71.64313432	29.29587795	2.488911841	1205.732593	0.13616014	51.13007881	1.911461607	0.277043608	0.151306416	20.04027919
CML154Q	13.34612397	0.368716269	429.3628469	13.98725915	8.748531029	99.42943586	35.78680813	2.343162879	1393.064275	0.197411404	84.37451833	2.804034204	0.284167107	0.1825077	25.97082233	13.71288019	0.324458736	272.1135154	5.899678713	6.493731286	73.31762352	27.6184213	2.870928597	1122.130671	0.16115792	83.45902836	1.881391841	0.269054731	0.142521153	21.56053052
CML157Q	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML158Q	14.74721028	0.372304858	370.1132081	10.07283362	9.537458506	90.22700344	43.49105806	2.574605955	1729.347765	0.198399678	68.72071703	2.729680855	0.282391914	0.174134837	27.55444914	11.57285089	0.272935524	290.9862095	7.285339054	9.608942989	67.9848262	43.79638407	2.739388584	1596.577016	0.110782926	63.4240792	1.982323726	0.344581186	0.156029214	21.06497081
CML218	22.14877786	0.421140577	396.6771492	12.8616463	6.855602666	111.7972113	26.4473372	2.063470367	1173.179087	0.247874534	66.20218775	2.881491896	0.309468897	0.190199186	28.54120924	14.87023016	NA	219.7764972	5.127553566	5.382723616	67.9848262	25.50519025	2.295333309	1184.786538	0.171443554	46.76712261	1.914738439	0.310856807	0.130065077	18.41778022
CML220	11.83698684	0.278482726	418.6269959	9.36157341	7.45627366	91.49836683	30.26578458	2.38922575	1259.836429	0.155391589	NA	2.830154856	0.299095864	0.176770802	24.74654892	11.57285089	0.215457059	281.2837405	5.487184481	6.162697693	62.63308746	23.92818233	2.29183681	1040.096659	0.102694842	50.93136175	1.928721602	0.298812386	0.146292662	22.57765115
CML228	20.93143511	0.401422072	410.4539801	10.07283362	NA	95.31245698	NA	2.247834069	1323.128506	0.241407768	NA	2.951095783	0.301879855	0.179406767	28.35670634	NA	0.26335578	266.0453283	5.487184481	6.492310169	66.03873938	26.36887307	2.068060924	1118.281539	0.159311429	55.0956009	1.854144734	0.274723544	0.136556111	19.17412038
CML238	13.00032611	0.358968032	401.6718485	11.20593532	8.94321993	99.16057122	40.77239403	2.851503861	1488.693899	0.197600056	60.07607137	2.767193764	0.324901206	0.17946065	23.18274859	12.91987737	0.225059668	245.3769567	6.183494737	5.684098959	78.39378004	23.00503499	2.478159178	1056.142169	0.109000501	46.13507049	1.850687492	0.353202663	0.151306416	17.60765203
CML247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML254	15.83854408	0.437009777	358.2083625	9.005943306	NA	100.6098044	NA	2.426930199	1251.676199	0.291583872	92.27376641	2.744565892	0.279607922	0.179406767	29.15896355	NA	0.299758808	245.9702498	5.127553566	5.52631717	64.82243512	NA	2.211417351	1033.517823	0.195707806	54.26275307	1.828508935	0.277132428	0.139801628	21.44314089
CML258	17.00277375	0.440270591	379.7308478	11.75783898	8.764938566	94.5898716	38.51939213	2.123031038	1479.466633	0.275804799	68.04002266	2.696328923	0.290178512	0.175881138	25.19217133	12.91987737	0.287184085	248.5018075	5.621895305	4.928359847	75.82210548	21.12315889	2.376008877	949.1431011	0.13616014	61.83366808	2.00262278	0.280216902	0.141696451	18.82396561
CML261	14.38343235	NA	335.4781262	7.227792785	NA	89.16753396	NA	2.084448127	1307.900221	0.212735708	55.04475287	2.625485595	0.254551997	0.163590976	19.13074848	14.5704684	0.265271729	273.2420545	5.846815396	6.94919875	67.74156535	29.35854441	2.082046916	1264.144131	0.155267387	47.18354652	1.854144734	0.27231466	0.136556111	15.77058962
CML264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML277	NA	0.414363056	383.0049838	9.005943306	6.700474952	97.64328986	28.58095954	2.206987584	1213.385662	0.23782376	66.82127756	2.70177141	0.279607922	0.171498872	NA	12.7718979	0.391724352	265.0546858	5.487184481	6.24754843	70.17417387	26.62762825	2.256871828	1098.721024	0.187619722	59.25984005	1.942704765	0.274723544	0.139801628	NA
CML281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML287	21.65899097	0.398186826	381.8946874	9.717203514	7.529297689	94.88866919	33.49469751	2.320100929	1340.928488	0.22348773	73.27937175	2.70549267	0.301879855	0.174134837	24.74654892	14.56905093	0.2002099	231.3671053	4.776479848	6.028661064	64.63822188	25.11821448	2.247274126	1139.156279	0.12041846	37.79038083	1.732495259	0.291267789	0.118496241	16.6952762
CML311	15.85921728	0.392445556	457.9514073	10.65403166	10.23144656	103.4624061	43.76518758	2.26047874	1495.672018	0.208772162	73.5535274	2.860918232	0.290178512	0.186619674	23.18274859	15.4883896	0.324458736	294.7989395	5.621895305	6.081346441	81.92983256	23.27387443	2.101815963	1031.982769	0.14973996	56.12508714	1.999584074	0.30242996	0.160916381	18.82396561
CML314	15.47476615	0.440245023	308.4917535	8.650313202	NA	92.76973021	NA	2.499197058	1438.59997	0.216319716	77.07825068	2.534314742	0.254551997	0.155683081	28.75783494	13.9709449	NA	268.2597056	5.846815396	7.631268132	66.76852194	32.99510368	2.347780782	1339.640844	0.18357568	45.10142695	1.791220501	0.279541313	0.130065077	17.66144005
CML321	23.84165856	0.414363056	378.2862238	9.36157341	NA	92.34594242	NA	2.279254443	1442.697641	0.219903723	54.66486498	2.696189521	0.282391914	0.166226942	24.34542031	16.66880066	NA	280.934102	6.20644631	8.042467854	69.44439131	32.99860037	2.246382333	1354.171532	0.159311429	46.76712261	2.124485881	0.289176849	0.143047145	19.93046055
CML322	13.9179022	0.406976296	361.8452146	9.572029862	5.763755932	92.17008941	24.0644729	2.39814196	1070.278377	0.180653244	70.8970623	2.680592222	0.284167107	0.175348676	35.34812848	12.0005387	0.30582141	248.1015038	5.33807928	5.796125952	63.99530324	23.55894571	2.274155785	1089.288465	0.12720837	53.48897842	1.802385491	0.281747907	0.128106206	18.51974657
CML323	NA	0.398186826	398.4257683	11.85098414	10.18006997	104.2120007	44.75769264	2.021607379	1567.833364	0.187647656	64.5419502	2.645952521	0.279607922	0.192586593	21.13639149	11.57285089	0.261439831	244.6882419	5.127553566	5.702545622	70.41743472	23.73936099	1.907222005	1008.316301	0.143135261	43.43573129	1.630414129	0.267496892	NA	15.01424945
CML328	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML332	13.00032611	0.378098046	369.7414491	10.65403166	10.12217734	99.96716527	47.43051903	2.613261177	1426.87122	0.203186109	68.04002266	2.682613147	0.278604281	0.172301626	23.18274859	12.491792	0.274759202	265.5651377	6.183494737	6.580328034	76.46502412	28.8388509	2.306116565	1209.898007	0.14295005	38.28577169	1.972235722	0.277043608	0.146501433	16.99949524
CML333	11.4732089	NA	334.6454039	9.005943306	NA	92.34594242	NA	2.087590164	1221.053572	0.148223574	64.92183809	2.567806076	0.254551997	0.166226942	25.14767752	10.37380389	0.326582092	228.1678217	5.846815396	5.692755153	67.01178279	24.13099045	2.235892839	1042.523919	0.114826968	53.01348133	1.746940485	0.257861355	0.133310594	NA
CML341	15.85921728	0.497660632	373.1307094	10.102128	8.437130897	99.4294359	42.11746979	2.297131461	1582.062292	0.264632693	88.25620671	2.899779597	0.282462358	0.175881138	21.17332584	12.491792	0.336883619	256.2728181	5.621895305	5.742232737	70.35729704	25.74719731	2.591062142	1147.312664	0.17010969	42.5672074	1.920577724	0.305603254	0.141696451	17.60765203
CML38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML52	11.4732089	0.330246661	401.5716083	9.36157341	7.930929852	106.1190458	35.51729178	2.599742254	1279.095816	0.166143611	72.89948385	2.658976928	0.251768005	0.163590976	NA	13.67118315	0.376396761	285.7416317	5.846815396	8.009832956	80.39112965	34.61756859	2.428200242	1442.85639	0.187619722	NA	1.900755276	0.277132428	0.143047145	18.41778022
CML61	14.71566081	0.449835597	372.4617764	12.8616463	9.334288729	103.7312708	45.85005502	2.388763263	1615.741812	0.236702428	69.26524594	2.792339353	0.309468897	0.186619674	24.52236375	12.06370663	0.324458736	263.8382464	6.745094169	7.079309627	73.57189024	32.01115634	2.268482244	1311.325833	0.16331978	52.55722405	1.853726198	0.353202663	0.151306416	18.82396561
CML69	16.20232201	0.443480269	401.4174004	12.20661424	11.23161599	105.9071519	46.83658179	2.301248704	1736.379609	0.166143611	53.1453134	2.774335966	0.254551997	0.176770802	21.9386487	13.67118315	0.326582092	270.7945848	NA	9.360917759	72.85004324	36.84845784	2.309319302	1607.202997	0.114826968	NA	NA	0.30122127	NA	NA
CML77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CML91	16.43099552	0.55026817	420.7141398	13.41354996	6.918863795	107.4953764	30.54981825	2.434579163	1129.810939	0.214358215	112.7606722	2.92035326	0.294036589	0.200937723	30.55063199	13.77604812	0.430070246	284.8076401	6.745094169	6.042590589	73.57189024	26.33864408	2.435148525	1161.05853	0.16331978	64.68795855	1.975274428	0.299256666	0.160916381	21.86474956
CML92	15.28743905	0.42592308	423.5236582	9.550224336	8.925966895	99.4294359	37.10706258	2.356692132	1361.069282	0.214358215	74.77875068	2.842630531	0.278604281	0.186619674	27.20159408	14.63221886	0.287184085	292.5786507	5.621895305	5.940856478	71.00021568	22.87061527	2.193213601	1015.737655	0.13616014	48.98936096	1.990467957	0.270697021	0.151306416	20.64843598
CMV3	20.20387925	0.417598301	406.9997244	12.56224435	4.925991031	103.1525312	17.80853398	1.72311383	879.3015945	0.205567693	57.32408023	2.891555634	0.299095864	0.218946245	19.93300568	18.16760942	0.418547635	302.6699634	9.083493628	4.433048066	79.41808624	15.99069238	1.637991641	767.6906011	0.207839931	43.43573129	2.047578486	0.339763417	0.21769404	18.03961013
CO106	17.65743373	0.453186007	473.4016221	18.96358623	5.422554433	104.0001068	21.78134341	2.351521302	890.9731744	0.22348773	105.1899548	2.988308376	0.346423722	0.205766419	46.80862206	13.9709449	0.426211431	330.0000412	NA	4.619066988	83.31025987	17.51175323	2.281347316	808.2705893	0.171443554	NA	2.357538595	0.342172301	0.19497542	42.24249555
CO125	14.74721028	0.372304858	400.2145793	16.4741755	5.207133545	99.33844104	20.59513007	2.326385003	892.8952725	0.151807581	NA	2.856203671	0.368695655	0.195222558	26.75219193	13.07165965	0.284431217	310.5659667	NA	4.145860958	72.36352153	16.11307658	2.061067927	762.4258888	0.106738884	NA	2.005628997	0.296403502	0.162520248	NA
CO255	22.0227689	0.543772893	485.9232991	23.94240769	4.65215092	104.0001068	16.94802668	1.798522727	781.5792715	0.29516788	120.7653584	2.982726487	0.315799814	0.205766419	40.39056442	16.96856241	0.441539021	358.1168057	NA	4.416730616	78.44504283	15.67948682	1.630998644	795.8576333	0.195707806	NA	2.159443788	0.279541313	0.159274731	NA
D940Y	20.20387925	0.446715515	411.4409103	10.78409383	10.22753559	109.5093481	42.28473941	2.34209519	1603.645106	0.198399678	71.37993228	2.897137523	0.313015822	0.187314663	32.36799237	16.06927716	NA	250.107639	6.20644631	7.001414588	82.58047731	29.95997537	2.242885835	1303.645565	0.135047177	54.26275307	1.861136315	NA	NA	17.66144005
DE-2	NA	0.310835185	377.268452	12.56224435	7.288318391	100.6098044	30.27784777	2.181851285	1234.389385	0.144639566	78.21791436	2.759450929	0.287959897	0.174134837	23.14203451	13.07165965	0.253776036	286.0038605	8.004600884	6.012577159	83.55352072	23.87223527	2.148480383	1090.238798	0.110782926	NA	1.982323726	0.313265691	0.143047145	NA
DE1	15.83854408	0.291423709	330.3584258	9.717203514	8.303352404	106.9666213	29.10771868	2.596600216	1267.918019	0.155391589	64.5419502	2.872949338	0.324151788	0.184678698	24.74654892	13.67118315	0.223120855	297.2214298	6.92570814	6.286710308	77.95852113	26.92834374	2.358270277	1173.853426	0.106738884	NA	2.164104842	0.310856807	0.156029214	NA
DE811	14.74721028	0.576125353	451.7816824	12.20661424	6.740638169	111.4163932	29.67870951	2.081306089	1151.937044	0.241407768	96.83242113	2.936210746	0.296311872	0.203130454	23.94429171	13.07165965	0.29592691	276.8841224	NA	5.451256903	76.74221687	22.18682991	2.235892839	994.822394	0.135047177	53.01348133	1.875119478	0.274723544	0.14953818	16.14875971
E2558W	13.65587649	0.440245023	403.6996765	8.294683097	8.653867746	98.06707765	38.75826788	2.23526592	1528.128778	0.205567693	56.56430444	2.772475337	0.240632039	0.184678698	19.53187708	13.3714214	0.384060556	275.951753	4.767922652	7.164589081	71.87699983	28.75012006	1.991137962	1226.427617	0.175487596	38.43864431	1.949696346	0.248225818	0.146292662	16.14875971
EP1	20.56765718	0.352893382	433.2150579	15.40728518	4.498800457	98.91465324	18.2428087	2.458350572	736.562672	0.180479641	NA	2.902719412	0.354775697	0.189950628	43.19846464	12.1723744	0.315086399	363.1574277	9.083493628	4.517898802	77.71526027	18.81951589	2.368759772	772.8392404	0.122915052	83.82885102	2.366860703	0.34699007	0.178747834	29.76288276
F2834T	11.10943097	0.356128628	414.9260076	9.717203514	8.39098124	101.8811678	38.19934025	2.511765208	1404.181428	0.141055559	73.65925964	2.85992493	0.329719772	0.197858523	23.54316311	NA	0.215457059	228.8962353	4.048660822	4.749606582	67.25504364	20.48743779	2.599528655	915.7726166	0.106738884	48.84924218	1.779567865	0.325310112	0.146292662	NA
F6	13.57210435	0.344620522	383.4322768	10.102128	8.379620779	103.7312708	39.79721411	2.576608456	1433.618657	0.164083738	62.52651792	2.748906063	0.274746203	0.17946065	23.18274859	14.63221886	0.256121876	298.8694689	6.183494737	8.36309722	79.358158	36.95780208	2.553427821	1519.232051	0.12258032	46.84864311	2.084667835	0.28656349	0.160916381	19.4321224
F7	16.92987787	0.579360599	403.5763103	18.25232602	4.958851844	109.9331359	19.53759072	2.012181267	913.8631505	0.406272111	110.8882732	2.939932005	0.318583805	0.211038349	39.58830722	13.07165965	0.567991644	315.460906	11.60091003	5.173860265	80.39112965	18.55027064	1.725404097	879.0148176	0.405997984	NA	2.317919633	0.30122127	0.181993351	31.2755631
GA209	15.83854408	0.479067974	369.619743	11.85098414	7.255457578	110.9926054	35.24788061	2.109584425	1219.482975	0.216319716	NA	2.778057226	0.251768005	0.171498872	25.14767752	14.27070665	0.34574158	258.0619153	7.285339054	6.218177021	81.60743391	24.87928245	2.204424355	1069.870566	0.126959093	55.0956009	1.912407912	0.281950197	0.159274731	19.17412038
GT112	17.57455198	0.449835597	409.9220216	11.75783898	8.989228024	99.69830058	43.29441108	2.384181673	1465.683405	0.25904664	92.54448817	2.872348045	0.278604281	0.186619674	35.23928507	12.91987737	0.343096061	276.8310472	6.745094169	6.265436737	72.9289716	27.06451058	2.359879882	1153.456649	0.183689509	52.55722405	1.932732547	0.289736784	0.151306416	25.51369029
H105W	18.02121166	0.385245842	326.1331309	7.939052993	6.324401199	96.16003257	25.13088819	2.147288874	1137.943584	0.244991775	NA	2.699910781	0.304663847	0.163590976	27.95557774	13.9709449	0.299758808	252.9338837	5.487184481	5.04005718	74.0663475	20.59583523	2.295333309	996.9966216	0.155267387	NA	2.000967943	0.274723544	0.152783697	NA
H49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
