Sample_ID,raw_seq_count,filename,genotype,nitrogen,block,sp,spb,subsample,collected_by_person,row,year,pedigree,subpopulation
HAV_5421,95226,HAV_5421_S103_R1_001.fastq.gz,MO44,+N,N,sp4,spb2,rep3,ZKY,1461,Y2019,Ames 28939,nss
HAV_5422,121795,HAV_5422_S111_R1_001.fastq.gz,MO45,+N,N,sp4,spb2,rep1,XIM,1463,Y2019,PI 583350,mixed
HAV_5423,114237,HAV_5423_S119_R1_001.fastq.gz,MO45,+N,N,sp4,spb2,rep2,XIM,1463,Y2019,PI 583350,mixed
HAV_5424,113226,HAV_5424_S127_R1_001.fastq.gz,MO45,+N,N,sp4,spb2,rep3,SPD,1463,Y2019,PI 583350,mixed
HAV_5425,109251,HAV_5425_S72_R1_001.fastq.gz,NC368,+N,N,sp4,spb2,rep1,XIM,1466,Y2019,Ames 27180,ss
HAV_5426,131062,HAV_5426_S80_R1_001.fastq.gz,NC368,+N,N,sp4,spb2,rep2,XIM,1466,Y2019,Ames 27180,ss
HAV_5427,98818,HAV_5427_S88_R1_001.fastq.gz,NC368,+N,N,sp4,spb2,rep3,SPD,1466,Y2019,Ames 27180,ss
HAV_5428,114488,HAV_5428_S12_R1_001.fastq.gz,OH40B,+N,N,sp4,spb2,rep1,XIM,1468,Y2019,NSL 28966,nss
HAV_5429,84860,HAV_5429_S104_R1_001.fastq.gz,OH40B,+N,N,sp4,spb2,rep2,XIM,1468,Y2019,NSL 28966,nss
HAV_5430,95380,HAV_5430_S112_R1_001.fastq.gz,OH40B,+N,N,sp4,spb2,rep3,SPD,1468,Y2019,NSL 28966,nss
HAV_5431,92243,HAV_5431_S120_R1_001.fastq.gz,NC310,+N,N,sp4,spb2,rep1,XIM,1470,Y2019,Ames 27151,ss
HAV_5432,109924,HAV_5432_S128_R1_001.fastq.gz,NC310,+N,N,sp4,spb2,rep2,XIM,1470,Y2019,Ames 27151,ss
HAV_5433,130602,HAV_5433_S73_R1_001.fastq.gz,NC310,+N,N,sp4,spb2,rep3,SPD,1470,Y2019,Ames 27151,ss
HAV_5434,152381,HAV_5434_S81_R1_001.fastq.gz,WF9,+N,N,sp4,spb3,rep1,CHM,1472,Y2019,Ames 19293,nss
HAV_5435,103739,HAV_5435_S89_R1_001.fastq.gz,WF9,+N,N,sp4,spb3,rep2,CHM,1472,Y2019,Ames 19293,nss
HAV_5436,135443,HAV_5436_S13_R1_001.fastq.gz,WF9,+N,N,sp4,spb3,rep3,SPD,1472,Y2019,Ames 19293,nss
HAV_5437,86062,HAV_5437_S105_R1_001.fastq.gz,SG1533,+N,N,sp4,spb3,rep1,CHM,1474,Y2019,PI 587132,popcorn
HAV_5438,121479,HAV_5438_S113_R1_001.fastq.gz,SG1533,+N,N,sp4,spb3,rep2,GCS,1474,Y2019,PI 587132,popcorn
HAV_5439,141519,HAV_5439_S121_R1_001.fastq.gz,SG1533,+N,N,sp4,spb3,rep3,SPD,1474,Y2019,PI 587132,popcorn
HAV_5440,120513,HAV_5440_S129_R1_001.fastq.gz,33-16,+N,N,sp4,spb3,rep1,GCS,1475,Y2019,Ames 26771,nss
HAV_5441,137732,HAV_5441_S74_R1_001.fastq.gz,33-16,+N,N,sp4,spb3,rep2,CHM,1475,Y2019,Ames 26771,nss
HAV_5442,130307,HAV_5442_S82_R1_001.fastq.gz,33-16,+N,N,sp4,spb3,rep3,SPD,1475,Y2019,Ames 26771,nss
HAV_5443,94284,HAV_5443_S90_R1_001.fastq.gz,R229,+N,N,sp4,spb3,rep1,GCS,1478,Y2019,PI 592734,ss
HAV_5444,73151,HAV_5444_S98_R1_001.fastq.gz,R229,+N,N,sp4,spb3,rep2,GCS,1478,Y2019,PI 592734,ss
HAV_5445,84502,HAV_5445_S106_R1_001.fastq.gz,R229,+N,N,sp4,spb3,rep3,SPD,1478,Y2019,PI 592734,ss
HAV_5446,116050,HAV_5446_S114_R1_001.fastq.gz,796,+N,N,sp4,spb3,rep1,THO,1480,Y2019,Ames 27196,mixed
HAV_5447,120575,HAV_5447_S122_R1_001.fastq.gz,796,+N,N,sp4,spb3,rep2,THO,1480,Y2019,Ames 27196,mixed
HAV_5448,99817,HAV_5448_S130_R1_001.fastq.gz,796,+N,N,sp4,spb3,rep3,SPD,1480,Y2019,Ames 27196,mixed
HAV_5449,117813,HAV_5449_S75_R1_001.fastq.gz,VA85,+N,N,sp4,spb3,rep1,THO,1482,Y2019,Ames 27193,nss
HAV_5450,133201,HAV_5450_S83_R1_001.fastq.gz,VA85,+N,N,sp4,spb3,rep2,THO,1482,Y2019,Ames 27193,nss
HAV_5451,126181,HAV_5451_S91_R1_001.fastq.gz,VA85,+N,N,sp4,spb3,rep3,GLI,1482,Y2019,Ames 27193,nss
HAV_5452,109407,HAV_5452_S14_R1_001.fastq.gz,CHECK,+N,N,sp4,spb3,rep1,THO,1483,Y2019,B73xMo17,NA
HAV_5453,94565,HAV_5453_S15_R1_001.fastq.gz,CHECK,+N,N,sp4,spb3,rep2,THO,1483,Y2019,B73xMo17,NA
HAV_5454,105070,HAV_5454_S115_R1_001.fastq.gz,CHECK,+N,N,sp4,spb3,rep3,GLI,1483,Y2019,B73xMo17,NA
HAV_5455,122382,HAV_5455_S123_R1_001.fastq.gz,CML277,+N,N,sp3,spb1,rep1,THO,1501,Y2019,PI 595550,ts
HAV_5456,120981,HAV_5456_S131_R1_001.fastq.gz,CML277,+N,N,sp3,spb1,rep2,THO,1501,Y2019,PI 595550,ts
HAV_5457,90544,HAV_5457_S76_R1_001.fastq.gz,CML277,+N,N,sp3,spb1,rep3,GLI,1501,Y2019,PI 595550,ts
HAV_5458,99052,HAV_5458_S84_R1_001.fastq.gz,A214N,+N,N,sp3,spb1,rep1,GLI,1504,Y2019,PI 406112,mixed
HAV_5459,99634,HAV_5459_S92_R1_001.fastq.gz,A214N,+N,N,sp3,spb1,rep2,GLI,1504,Y2019,PI 406112,mixed
HAV_5460,112528,HAV_5460_S16_R1_001.fastq.gz,A214N,+N,N,sp3,spb1,rep3,GLI,1504,Y2019,PI 406112,mixed
HAV_5461,78177,HAV_5461_S108_R1_001.fastq.gz,B68,+N,N,sp3,spb1,rep1,GLI,1506,Y2019,PI 550465,ss
HAV_5462,95937,HAV_5462_S116_R1_001.fastq.gz,B68,+N,N,sp3,spb1,rep2,GLI,1506,Y2019,PI 550465,ss
HAV_5463,92899,HAV_5463_S124_R1_001.fastq.gz,B68,+N,N,sp3,spb1,rep3,GLI,1506,Y2019,PI 550465,ss
HAV_5464,116246,HAV_5464_S132_R1_001.fastq.gz,CML322,+N,N,sp3,spb1,rep1,GLI,1508,Y2019,Ames 27096,ts
HAV_5465,99881,HAV_5465_S1_R1_001.fastq.gz,CML322,+N,N,sp3,spb1,rep2,GLI,1508,Y2019,Ames 27096,ts
HAV_5466,124921,HAV_5466_S10_R1_001.fastq.gz,CML322,+N,N,sp3,spb1,rep3,GLI,1508,Y2019,Ames 27096,ts
HAV_5467,134700,HAV_5467_S19_R1_001.fastq.gz,CML333,+N,N,sp3,spb1,rep1,GLI,1509,Y2019,Ames 27101,ts
HAV_5468,73613,HAV_5468_S28_R1_001.fastq.gz,CML333,+N,N,sp3,spb1,rep2,GLI,1509,Y2019,Ames 27101,ts
HAV_5469,97813,HAV_5469_S37_R1_001.fastq.gz,CML333,+N,N,sp3,spb1,rep3,GLI,1509,Y2019,Ames 27101,ts
HAV_5470,130467,HAV_5470_S45_R1_001.fastq.gz,CML10,+N,N,sp3,spb1,rep1,CHM,1512,Y2019,Ames 27072,ts
HAV_5471,135156,HAV_5471_S53_R1_001.fastq.gz,CML10,+N,N,sp3,spb1,rep2,CHM,1512,Y2019,Ames 27072,ts
HAV_5472,114139,HAV_5472_S61_R1_001.fastq.gz,CML10,+N,N,sp3,spb1,rep3,GLI,1512,Y2019,Ames 27072,ts
HAV_5473,115637,HAV_5473_S17_R1_001.fastq.gz,CML52,+N,N,sp3,spb1,rep1,GCS,1514,Y2019,PI 595561,ts
HAV_5474,94911,HAV_5474_S11_R1_001.fastq.gz,CML52,+N,N,sp3,spb1,rep2,GCS,1514,Y2019,PI 595561,ts
HAV_5475,90153,HAV_5475_S20_R1_001.fastq.gz,CML52,+N,N,sp3,spb1,rep3,GLI,1514,Y2019,PI 595561,ts
HAV_5476,117386,HAV_5476_S18_R1_001.fastq.gz,MO24W,+N,N,sp3,spb2,rep1,CHM,1516,Y2019,PI 587144,mixed
HAV_5477,73867,HAV_5477_S38_R1_001.fastq.gz,MO24W,+N,N,sp3,spb2,rep2,CHM,1516,Y2019,PI 587144,mixed
HAV_5478,91149,HAV_5478_S46_R1_001.fastq.gz,MO24W,+N,N,sp3,spb2,rep3,MAM,1516,Y2019,PI 587144,mixed
HAV_5479,96562,HAV_5479_S54_R1_001.fastq.gz,CHECK,+N,N,sp3,spb2,rep1,GCS,1517,Y2019,B73xMo17,NA
HAV_5480,85428,HAV_5480_S62_R1_001.fastq.gz,CHECK,+N,N,sp3,spb2,rep2,GCS,1517,Y2019,B73xMo17,NA
HAV_5481,121772,HAV_5481_S3_R1_001.fastq.gz,CHECK,+N,N,sp3,spb2,rep3,MAM,1517,Y2019,B73xMo17,NA
HAV_5482,134563,HAV_5482_S12_R1_001.fastq.gz,NC222,+N,N,sp3,spb2,rep1,CHM,1519,Y2019,Ames 12729,nss
HAV_5483,145484,HAV_5483_S21_R1_001.fastq.gz,NC222,+N,N,sp3,spb2,rep2,CHM,1519,Y2019,Ames 12729,nss
HAV_5484,85908,HAV_5484_S30_R1_001.fastq.gz,NC222,+N,N,sp3,spb2,rep3,MAM,1519,Y2019,Ames 12729,nss
HAV_5485,88788,HAV_5485_S39_R1_001.fastq.gz,NC296,+N,N,sp3,spb2,rep1,GCS,1521,Y2019,Ames 27144,ts
HAV_5486,98115,HAV_5486_S47_R1_001.fastq.gz,NC296,+N,N,sp3,spb2,rep2,GCS,1521,Y2019,Ames 27144,ts
HAV_5487,113309,HAV_5487_S55_R1_001.fastq.gz,NC296,+N,N,sp3,spb2,rep3,MAM,1521,Y2019,Ames 27144,ts
HAV_5488,113432,HAV_5488_S63_R1_001.fastq.gz,K4,+N,N,sp3,spb2,rep1,XIM,1524,Y2019,NSL 30038,nss
HAV_5489,163705,HAV_5489_S4_R1_001.fastq.gz,K4,+N,N,sp3,spb2,rep2,XIM,1524,Y2019,NSL 30038,nss
HAV_5490,139075,HAV_5490_S13_R1_001.fastq.gz,K4,+N,N,sp3,spb2,rep3,MAM,1524,Y2019,NSL 30038,nss
HAV_5491,103880,HAV_5491_S22_R1_001.fastq.gz,CHECK,+N,N,sp3,spb2,rep1,XIM,1525,Y2019,B73xMo17,NA
HAV_5492,98880,HAV_5492_S31_R1_001.fastq.gz,CHECK,+N,N,sp3,spb2,rep2,XIM,1525,Y2019,B73xMo17,NA
HAV_5493,78319,HAV_5493_S40_R1_001.fastq.gz,CHECK,+N,N,sp3,spb2,rep3,MAM,1525,Y2019,B73xMo17,NA
HAV_5494,121576,HAV_5494_S48_R1_001.fastq.gz,K64,+N,N,sp3,spb2,rep1,XIM,1527,Y2019,Ames 27121,nss
HAV_5495,104490,HAV_5495_S56_R1_001.fastq.gz,K64,+N,N,sp3,spb2,rep2,XIM,1527,Y2019,Ames 27121,nss
HAV_5496,119203,HAV_5496_S64_R1_001.fastq.gz,K64,+N,N,sp3,spb2,rep3,MAM,1527,Y2019,Ames 27121,nss
HAV_5497,160965,HAV_5497_S5_R1_001.fastq.gz,TZI10,+N,N,sp3,spb3,rep1,XIM,1529,Y2019,PI 506248,ts
HAV_5498,131353,HAV_5498_S14_R1_001.fastq.gz,TZI10,+N,N,sp3,spb3,rep2,XIM,1529,Y2019,PI 506248,ts
HAV_5499,125821,HAV_5499_S23_R1_001.fastq.gz,TZI10,+N,N,sp3,spb3,rep3,MAM,1529,Y2019,PI 506248,ts
HAV_5500,84554,HAV_5500_S32_R1_001.fastq.gz,NC366,+N,N,sp3,spb3,rep1,ZKY,1532,Y2019,Ames 27179,mixed
HAV_5501,91105,HAV_5501_S41_R1_001.fastq.gz,NC366,+N,N,sp3,spb3,rep2,ZKY,1532,Y2019,Ames 27179,mixed
HAV_5502,117424,HAV_5502_S49_R1_001.fastq.gz,NC366,+N,N,sp3,spb3,rep3,MAM,1532,Y2019,Ames 27179,mixed
HAV_5503,134666,HAV_5503_S57_R1_001.fastq.gz,TZI11,+N,N,sp3,spb3,rep1,ZKY,1534,Y2019,PI 540745,ts
HAV_5504,116504,HAV_5504_S65_R1_001.fastq.gz,TZI11,+N,N,sp3,spb3,rep2,ZKY,1534,Y2019,PI 540745,ts
HAV_5505,1463,HAV_5505_S19_R1_001.fastq.gz,TZI11,+N,N,sp3,spb3,rep3,MAM,1534,Y2019,PI 540745,ts
HAV_5506,135749,HAV_5506_S15_R1_001.fastq.gz,KY226,+N,N,sp3,spb3,rep1,ZKY,1535,Y2019,Ames 27131,mixed
HAV_5507,120530,HAV_5507_S24_R1_001.fastq.gz,KY226,+N,N,sp3,spb3,rep2,ZKY,1535,Y2019,Ames 27131,mixed
HAV_5508,99785,HAV_5508_S20_R1_001.fastq.gz,KY226,+N,N,sp3,spb3,rep3,MAM,1535,Y2019,Ames 27131,mixed
HAV_5509,99737,HAV_5509_S21_R1_001.fastq.gz,MO1W,+N,N,sp3,spb3,rep1,ZKY,1537,Y2019,PI 558520,nss
HAV_5510,88909,HAV_5510_S50_R1_001.fastq.gz,MO1W,+N,N,sp3,spb3,rep2,ZKY,1537,Y2019,PI 558520,nss
HAV_5511,104545,HAV_5511_S58_R1_001.fastq.gz,MO1W,+N,N,sp3,spb3,rep3,MAM,1537,Y2019,PI 558520,nss
HAV_5512,98488,HAV_5512_S66_R1_001.fastq.gz,H100,+N,N,sp3,spb3,rep1,JCS,1540,Y2019,Ames 22748,ss
HAV_5513,105459,HAV_5513_S7_R1_001.fastq.gz,H100,+N,N,sp3,spb3,rep2,JCS,1540,Y2019,Ames 22748,ss
HAV_5514,107938,HAV_5514_S16_R1_001.fastq.gz,H100,+N,N,sp3,spb3,rep3,MAM,1540,Y2019,Ames 22748,ss
HAV_5515,103397,HAV_5515_S25_R1_001.fastq.gz,TZI18,+N,N,sp3,spb3,rep1,JCS,1541,Y2019,PI 506253,ts
HAV_5516,77042,HAV_5516_S22_R1_001.fastq.gz,TZI18,+N,N,sp3,spb3,rep2,JCS,1541,Y2019,PI 506253,ts
HAV_5517,69717,HAV_5517_S43_R1_001.fastq.gz,TZI18,+N,N,sp3,spb3,rep3,MAM,1541,Y2019,PI 506253,ts
HAV_5518,100681,HAV_5518_S51_R1_001.fastq.gz,B73HTRHM,+N,N,sp4,spb1,rep1,JCS,1544,Y2019,Ames 27065,ss
HAV_5519,85728,HAV_5519_S59_R1_001.fastq.gz,B73HTRHM,+N,N,sp4,spb1,rep2,JCS,1544,Y2019,Ames 27065,ss
HAV_5520,91792,HAV_5520_S67_R1_001.fastq.gz,B73HTRHM,+N,N,sp4,spb1,rep3,MAM,1544,Y2019,Ames 27065,ss
HAV_5521,158911,HAV_5521_S8_R1_001.fastq.gz,CH701-30,+N,N,sp4,spb1,rep1,JCS,1546,Y2019,Ames 27069,nss
HAV_5522,162808,HAV_5522_S17_R1_001.fastq.gz,CH701-30,+N,N,sp4,spb1,rep2,JCS,1546,Y2019,Ames 27069,nss
HAV_5523,127930,HAV_5523_S26_R1_001.fastq.gz,CH701-30,+N,N,sp4,spb1,rep3,GEZ,1546,Y2019,Ames 27069,nss
HAV_5524,83605,HAV_5524_S35_R1_001.fastq.gz,IDS28,+N,N,sp4,spb1,rep1,SES,1547,Y2019,PI 686059,popcorn
HAV_5525,83828,HAV_5525_S44_R1_001.fastq.gz,IDS28,+N,N,sp4,spb1,rep2,SES,1547,Y2019,PI 686059,popcorn
HAV_5526,132906,HAV_5526_S52_R1_001.fastq.gz,IDS28,+N,N,sp4,spb1,rep3,GEZ,1547,Y2019,PI 686059,popcorn
HAV_5527,108496,HAV_5527_S60_R1_001.fastq.gz,CHECK,+N,N,sp4,spb1,rep1,SES,1550,Y2019,B73xMo17,NA
HAV_5528,100530,HAV_5528_S68_R1_001.fastq.gz,CHECK,+N,N,sp4,spb1,rep2,SES,1550,Y2019,B73xMo17,NA
HAV_5529,83071,HAV_5529_S69_R1_001.fastq.gz,CHECK,+N,N,sp4,spb1,rep3,GEZ,1550,Y2019,B73xMo17,NA
HAV_5530,105185,HAV_5530_S77_R1_001.fastq.gz,B84,+N,N,sp4,spb1,rep1,SES,1552,Y2019,PI 608767,ss
HAV_5531,114824,HAV_5531_S85_R1_001.fastq.gz,B84,+N,N,sp4,spb1,rep2,SES,1552,Y2019,PI 608767,ss
HAV_5532,118889,HAV_5532_S23_R1_001.fastq.gz,B84,+N,N,sp4,spb1,rep3,GEZ,1552,Y2019,PI 608767,ss
HAV_5533,145887,HAV_5533_S24_R1_001.fastq.gz,A632,+N,N,sp4,spb1,rep1,SES,1553,Y2019,PI 587140,ss
HAV_5534,116365,HAV_5534_S109_R1_001.fastq.gz,A632,+N,N,sp4,spb1,rep2,SES,1553,Y2019,PI 587140,ss
HAV_5535,124936,HAV_5535_S117_R1_001.fastq.gz,A632,+N,N,sp4,spb1,rep3,GEZ,1553,Y2019,PI 587140,ss
HAV_5536,114546,HAV_5536_S125_R1_001.fastq.gz,B164,+N,N,sp4,spb1,rep1,LEN,1555,Y2019,Ames 27066,mixed
HAV_5537,120808,HAV_5537_S70_R1_001.fastq.gz,B164,+N,N,sp4,spb1,rep2,LEN,1555,Y2019,Ames 27066,mixed
HAV_5538,135846,HAV_5538_S78_R1_001.fastq.gz,B164,+N,N,sp4,spb1,rep3,GEZ,1555,Y2019,Ames 27066,mixed
HAV_5539,92914,HAV_5539_S86_R1_001.fastq.gz,NC306,+N,N,sp4,spb2,rep1,LEN,1558,Y2019,Ames 27149,ss
HAV_5540,71232,HAV_5540_S94_R1_001.fastq.gz,NC306,+N,N,sp4,spb2,rep2,LEN,1558,Y2019,Ames 27149,ss
HAV_5541,98340,HAV_5541_S102_R1_001.fastq.gz,NC306,+N,N,sp4,spb2,rep3,GEZ,1558,Y2019,Ames 27149,ss
HAV_5542,136325,HAV_5542_S110_R1_001.fastq.gz,OS420,+N,N,sp4,spb2,rep1,LEN,1559,Y2019,NSL 65874,nss
HAV_5543,139201,HAV_5543_S118_R1_001.fastq.gz,OS420,+N,N,sp4,spb2,rep2,LEN,1559,Y2019,NSL 65874,nss
HAV_5544,138085,HAV_5544_S126_R1_001.fastq.gz,OS420,+N,N,sp4,spb2,rep3,GEZ,1559,Y2019,NSL 65874,nss
HAV_5545,146220,HAV_5545_S71_R1_001.fastq.gz,NC364,+N,N,sp4,spb2,rep1,LEN,1562,Y2019,Ames 27178,mixed
HAV_5546,122600,HAV_5546_S79_R1_001.fastq.gz,NC364,+N,N,sp4,spb2,rep2,LEN,1562,Y2019,Ames 27178,mixed
HAV_5547,123487,HAV_5547_S87_R1_001.fastq.gz,NC364,+N,N,sp4,spb2,rep3,GEZ,1562,Y2019,Ames 27178,mixed
HAV_5548,181101,HAV_5548_S25_R1_001.fastq.gz,NC328,+N,N,sp4,spb2,rep1,ETR,1564,Y2019,Ames 27160,ss
HAV_5549,103807,HAV_5549_S103_R1_001.fastq.gz,NC328,+N,N,sp4,spb2,rep2,ETR,1564,Y2019,Ames 27160,ss
HAV_5550,107994,HAV_5550_S111_R1_001.fastq.gz,NC328,+N,N,sp4,spb2,rep3,GEZ,1564,Y2019,Ames 27160,ss
HAV_5551,135677,HAV_5551_S119_R1_001.fastq.gz,NC326,+N,N,sp4,spb2,rep1,ETR,1566,Y2019,Ames 27159,ss
HAV_5552,122109,HAV_5552_S127_R1_001.fastq.gz,NC326,+N,N,sp4,spb2,rep2,ETR,1566,Y2019,Ames 27159,ss
HAV_5553,117793,HAV_5553_S72_R1_001.fastq.gz,NC326,+N,N,sp4,spb2,rep3,GEZ,1566,Y2019,Ames 27159,ss
HAV_5554,137839,HAV_5554_S80_R1_001.fastq.gz,IL14H,+N,N,sp4,spb2,rep1,ETR,1567,Y2019,Ames 27118,sweet
HAV_5555,146386,HAV_5555_S88_R1_001.fastq.gz,IL14H,+N,N,sp4,spb2,rep2,ETR,1567,Y2019,Ames 27118,sweet
HAV_5556,120823,HAV_5556_S26_R1_001.fastq.gz,IL14H,+N,N,sp4,spb2,rep3,GEZ,1567,Y2019,Ames 27118,sweet
HAV_5557,85002,HAV_5557_S104_R1_001.fastq.gz,NC344,+N,N,sp4,spb2,rep1,ETR,1570,Y2019,Ames 27168,nss
HAV_5558,135830,HAV_5558_S112_R1_001.fastq.gz,NC344,+N,N,sp4,spb2,rep2,ETR,1570,Y2019,Ames 27168,nss
HAV_5559,130531,HAV_5559_S120_R1_001.fastq.gz,NC344,+N,N,sp4,spb2,rep3,BRA,1570,Y2019,Ames 27168,nss
HAV_5560,128847,HAV_5560_S128_R1_001.fastq.gz,VA26,+N,N,sp4,spb3,rep1,LOU,1572,Y2019,PI 587149,nss
HAV_5561,89013,HAV_5561_S73_R1_001.fastq.gz,VA26,+N,N,sp4,spb3,rep2,LOU,1572,Y2019,PI 587149,nss
HAV_5562,134089,HAV_5562_S81_R1_001.fastq.gz,VA26,+N,N,sp4,spb3,rep3,BRA,1572,Y2019,PI 587149,nss
HAV_5563,129452,HAV_5563_S89_R1_001.fastq.gz,VA22,+N,N,sp4,spb3,rep1,LOU,1574,Y2019,Ames 19328,nss
HAV_5564,171185,HAV_5564_S27_R1_001.fastq.gz,VA22,+N,N,sp4,spb3,rep2,LOU,1574,Y2019,Ames 19328,nss
HAV_5565,84921,HAV_5565_S105_R1_001.fastq.gz,VA22,+N,N,sp4,spb3,rep3,BRA,1574,Y2019,Ames 19328,nss
HAV_5566,112951,HAV_5566_S113_R1_001.fastq.gz,CI90C,+N,N,sp4,spb3,rep1,LOU,1576,Y2019,Ames 31534,mixed
HAV_5567,95028,HAV_5567_S121_R1_001.fastq.gz,CI90C,+N,N,sp4,spb3,rep2,LOU,1576,Y2019,Ames 31534,mixed
HAV_5568,103754,HAV_5568_S129_R1_001.fastq.gz,CI90C,+N,N,sp4,spb3,rep3,BRA,1576,Y2019,Ames 31534,mixed
HAV_5569,102952,HAV_5569_S74_R1_001.fastq.gz,SD40,+N,N,sp4,spb3,rep1,LOU,1578,Y2019,PI 606768,mixed
HAV_5570,147278,HAV_5570_S82_R1_001.fastq.gz,SD40,+N,N,sp4,spb3,rep2,LOU,1578,Y2019,PI 606768,mixed
HAV_5571,138060,HAV_5571_S90_R1_001.fastq.gz,SD40,+N,N,sp4,spb3,rep3,BRA,1578,Y2019,PI 606768,mixed
HAV_5572,78746,HAV_5572_S98_R1_001.fastq.gz,CI7,+N,N,sp4,spb3,rep1,GEZ,1580,Y2019,Ames 28367,nss
HAV_5573,107384,HAV_5573_S106_R1_001.fastq.gz,CI7,+N,N,sp4,spb3,rep2,GEZ,1580,Y2019,Ames 28367,nss
HAV_5574,151018,HAV_5574_S114_R1_001.fastq.gz,CI7,+N,N,sp4,spb3,rep3,BRA,1580,Y2019,Ames 28367,nss
HAV_5575,157683,HAV_5575_S122_R1_001.fastq.gz,R4,+N,N,sp4,spb3,rep1,GEZ,1581,Y2019,Ames 27187,nss
HAV_5576,118649,HAV_5576_S130_R1_001.fastq.gz,R4,+N,N,sp4,spb3,rep2,GEZ,1581,Y2019,Ames 27187,nss
HAV_5577,132462,HAV_5577_S75_R1_001.fastq.gz,R4,+N,N,sp4,spb3,rep3,BRA,1581,Y2019,Ames 27187,nss
HAV_5578,140397,HAV_5578_S83_R1_001.fastq.gz,VA99,+N,N,sp4,spb3,rep1,GEZ,1584,Y2019,Ames 24989,nss
HAV_5579,124524,HAV_5579_S91_R1_001.fastq.gz,VA99,+N,N,sp4,spb3,rep2,GEZ,1584,Y2019,Ames 24989,nss
HAV_5580,95998,HAV_5580_S99_R1_001.fastq.gz,VA99,+N,N,sp4,spb3,rep3,BRA,1584,Y2019,Ames 24989,nss
HAV_5581,100104,HAV_5581_S107_R1_001.fastq.gz,HP301,-N,N,sp1,spb1,rep1,JYA,2002,Y2019,PI 587131,popcorn
HAV_5582,133881,HAV_5582_S115_R1_001.fastq.gz,HP301,-N,N,sp1,spb1,rep2,JYA,2002,Y2019,PI 587131,popcorn
HAV_5583,141408,HAV_5583_S123_R1_001.fastq.gz,HP301,-N,N,sp1,spb1,rep3,RAM,2002,Y2019,PI 587131,popcorn
HAV_5584,105593,HAV_5584_S131_R1_001.fastq.gz,B57,-N,N,sp1,spb1,rep1,JYA,2004,Y2019,PI 550472,nss
HAV_5585,144232,HAV_5585_S76_R1_001.fastq.gz,B57,-N,N,sp1,spb1,rep2,JYA,2004,Y2019,PI 550472,nss
HAV_5586,104578,HAV_5586_S84_R1_001.fastq.gz,B57,-N,N,sp1,spb1,rep3,RAM,2004,Y2019,PI 550472,nss
HAV_5587,120199,HAV_5587_S92_R1_001.fastq.gz,C103,-N,N,sp1,spb1,rep1,JYA,2006,Y2019,Ames 19284,nss
HAV_5588,176212,HAV_5588_S28_R1_001.fastq.gz,C103,-N,N,sp1,spb1,rep2,JYA,2006,Y2019,Ames 19284,nss
HAV_5589,79876,HAV_5589_S108_R1_001.fastq.gz,C103,-N,N,sp1,spb1,rep3,RAM,2006,Y2019,Ames 19284,nss
HAV_5590,94202,HAV_5590_S116_R1_001.fastq.gz,B104,-N,N,sp1,spb1,rep1,JYA,2008,Y2019,PI 594047,mixed
HAV_5591,110902,HAV_5591_S124_R1_001.fastq.gz,B104,-N,N,sp1,spb1,rep2,JYA,2008,Y2019,PI 594047,mixed
HAV_5592,104754,HAV_5592_S132_R1_001.fastq.gz,B104,-N,N,sp1,spb1,rep3,RAM,2008,Y2019,PI 594047,mixed
HAV_5593,110356,HAV_5593_S1_R1_001.fastq.gz,H95,-N,N,sp1,spb1,rep1,JYA,2009,Y2019,Ames 19319,nss
HAV_5594,127534,HAV_5594_S10_R1_001.fastq.gz,H95,-N,N,sp1,spb1,rep2,JYA,2009,Y2019,Ames 19319,nss
HAV_5595,119465,HAV_5595_S19_R1_001.fastq.gz,H95,-N,N,sp1,spb1,rep3,RAM,2009,Y2019,Ames 19319,nss
HAV_5596,78500,HAV_5596_S28_R1_001.fastq.gz,CHECK,-N,N,sp1,spb1,rep1,JYA,2011,Y2019,B73xMo17,NA
HAV_5597,176168,HAV_5597_S29_R1_001.fastq.gz,CHECK,-N,N,sp1,spb1,rep2,JYA,2011,Y2019,B73xMo17,NA
HAV_5598,99871,HAV_5598_S45_R1_001.fastq.gz,CHECK,-N,N,sp1,spb1,rep3,RAM,2011,Y2019,B73xMo17,NA
HAV_5599,122611,HAV_5599_S53_R1_001.fastq.gz,K55,-N,N,sp1,spb1,rep1,JYA,2013,Y2019,Ames 22754,nss
HAV_5600,117073,HAV_5600_S61_R1_001.fastq.gz,K55,-N,N,sp1,spb1,rep2,JYA,2013,Y2019,Ames 22754,nss
HAV_5601,91873,HAV_5601_S2_R1_001.fastq.gz,K55,-N,N,sp1,spb1,rep3,RAM,2013,Y2019,Ames 22754,nss
HAV_5602,103977,HAV_5602_S11_R1_001.fastq.gz,NC250,-N,N,sp1,spb2,rep1,JYA,2015,Y2019,PI 550555,ss
HAV_5603,98642,HAV_5603_S20_R1_001.fastq.gz,NC250,-N,N,sp1,spb2,rep2,JYA,2015,Y2019,PI 550555,ss
HAV_5604,155030,HAV_5604_S30_R1_001.fastq.gz,NC250,-N,N,sp1,spb2,rep3,RAM,2015,Y2019,PI 550555,ss
HAV_5605,90018,HAV_5605_S31_R1_001.fastq.gz,NC232,-N,N,sp1,spb2,rep1,JYA,2018,Y2019,Ames 12732,nss
